Class,CompletedDate,Latitude,Longitude,Installer
Single family,2017-08-28,47.55579752,-122.36404049,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-01-24,47.60596904,-122.30585892,A&R SOLAR
Single family,2010-10-12,47.60196776,-122.29354994,SUNERGY SYSTEMS
Single family,2011-11-02,47.64275539,-122.38800602,PUGET SOUND SOLAR
Single family,2015-06-15,47.70103212,-122.3374089,A&R SOLAR
Single family,2014-05-22,47.57011973,-122.2859011,PUGET SOUND SOLAR
Single family,2016-10-21,47.50671376,-122.38176183,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-08-15,47.5011371,-122.37526709,PUGET SOUND SOLAR
Single family,2017-10-04,47.53734398,-122.39013024,SUNERGY SYSTEMS
Single family,2018-06-15,47.69400579,-122.34604525,SUNERGY SYSTEMS
Single family,2016-09-06,47.65548942,-122.34049109,A&R SOLAR
Single family,2013-12-23,47.54749926,-122.29186185,PUGET SOUND SOLAR
Single family,2016-03-14,47.65775053,-122.33891693,EARL CHILDS
Single family,2018-09-28,47.61386984,-122.2945393,NORTHWEST ELECTRIC & SOLAR
Single family,2013-11-18,47.68863915,-122.38956049,SUNERGY SYSTEMS
Single family,2016-04-25,47.55318812,-122.27337586,EARL CHILDS
Single family,2012-07-10,47.55589704,-122.271906,PUGET SOUND SOLAR
Single family,2018-12-19,47.50943235,-122.2620154,PINNACLE ROOFING PROFESS LLC
Single family,2013-07-22,47.62609679,-122.31591698,SME INC OF SEATTLE
Single family,2012-10-16,47.69502256,-122.27551843,AS YOU WISH ELECTRIC
Single family,2012-09-26,47.57230088,-122.28408,PUGET SOUND SOLAR
Single family,2015-05-19,47.69460999,-122.37381851,ARTISAN ELECTRIC INC
Single family,2012-02-08,47.64109195,-122.41481878,PUGET SOUND SOLAR
Single family,2013-11-25,47.6814306,-122.35664031,PUGET SOUND SOLAR
Single family,2016-02-09,47.6729408,-122.37960128,PUGET SOUND SOLAR
Single family,2012-12-12,47.72089845,-122.33136004,EARL CHILDS
Single family,2014-08-07,47.63418311,-122.3516881,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-05-12,47.71756151,-122.33025909,EARL CHILDS
Single family,2015-05-05,47.67986381,-122.29502681,SME INC OF SEATTLE
Single family,2014-02-20,47.68934198,-122.39797259,ARTISAN ELECTRIC INC
Single family,2014-12-26,47.55355662,-122.27726778,PUGET SOUND SOLAR
Single family,2012-02-23,47.65023505,-122.40008929,PUGET SOUND SOLAR
Single family,2016-01-25,47.65624787,-122.361412,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-03-16,47.6818137,-122.4013143,PUGET SOUND SOLAR
Single family,2015-07-30,47.71493386,-122.37365327,ARTISAN ELECTRIC INC
Single family,2019-11-06,47.51904305,-122.34977202,NA
Single family,2019-11-13,47.6933089,-122.31466315,SUNERGY SYSTEMS
Single family,2016-09-19,47.61221418,-122.28305637,SME INC OF SEATTLE
Multifamily,2011-12-12,47.65090145,-122.38633606,SUNERGY SYSTEMS
Single family,2016-11-14,47.62702625,-122.35463286,NORTHWEST ELECTRIC & SOLAR
Single family,2016-12-14,47.68421368,-122.36195354,PUGET SOUND SOLAR
Single family,2012-11-05,47.53602126,-122.37867126,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-01-07,47.72934767,-122.32978297,D C ELECTRIC INC
Single family,2012-05-10,47.6784415,-122.29768416,77 ELECTRICAL SERVICES
Single family,2013-06-19,47.64545273,-122.38977342,SUNERGY SYSTEMS
Single family,2018-09-26,47.68443633,-122.28922809,ARTISAN ELECTRIC INC
Single family,2015-12-11,47.54867277,-122.25972139,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-01-29,47.66003295,-122.28745026,ARTISAN ELECTRIC INC
Single family,2018-11-26,47.66741635,-122.36206146,SUNERGY SYSTEMS
Single family,2014-04-10,47.58835363,-122.28832228,ARTISAN ELECTRIC INC
Single family,2015-08-03,47.5640134,-122.29209149,PUGET SOUND SOLAR
Single family,2017-10-10,47.70865803,-122.28228149,PUGET SOUND SOLAR
Single family,2018-03-27,47.65955972,-122.36319911,SUNERGY SYSTEMS
Single family,2015-09-08,47.68928881,-122.36376898,PUGET SOUND SOLAR
Single family,2010-02-10,47.69725263,-122.37516554,NA
Single family,2015-10-27,47.65959134,-122.39793552,PUGET SOUND SOLAR
Single family,2016-02-25,47.61140897,-122.29941548,A&R SOLAR
Single family,2011-09-07,47.65759789,-122.35091587,PUGET SOUND SOLAR
Multifamily,2018-06-13,47.61941132,-122.31723377,SME INC OF SEATTLE
Single family,2018-04-24,47.53002348,-122.28152776,A&R SOLAR
Single family,2016-06-28,47.58209811,-122.37347404,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-11-13,47.65848281,-122.34052063,Solterra Global LLC
Single family,2017-10-20,47.59272493,-122.29591659,SME INC OF SEATTLE
Single family,2013-11-18,47.6625962,-122.34768361,EARL CHILDS
Single family,2018-12-18,47.51909042,-122.37369738,ARTISAN ELECTRIC INC
Single family,2018-12-17,47.57308477,-122.37202945,Brimma Solar LLC
Single family,2015-05-20,47.71971289,-122.32773752,PUGET SOUND SOLAR
Single family,2019-07-08,47.55857154,-122.39732,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-09-30,47.69422568,-122.31807986,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-04-19,47.66699516,-122.3675226,SWITCH ELECTRIC LLC
Multifamily,2018-03-16,47.62657752,-122.31771868,SME INC OF SEATTLE
Single family,2014-02-06,47.67993971,-122.36637408,CURRENT FLO ELECTRIC LLC
Single family,2015-09-01,47.57123332,-122.3957196,SUNERGY SYSTEMS
Single family,2016-02-16,47.66267144,-122.27495742,ARTISAN ELECTRIC INC
Single family,2017-08-09,47.61475932,-122.28508253,A&R SOLAR
Single family,2014-04-23,47.65987998,-122.33227772,EARL CHILDS
Single family,2017-08-02,47.52961741,-122.31917971,PUGET SOUND SOLAR
Single family,2010-09-09,47.57567005,-122.30733562,PUGET SOUND SOLAR
Single family,2013-06-28,47.7246634,-122.36745983,ARTISAN ELECTRIC INC
Single family,2017-10-05,47.57481626,-122.2856501,PUGET SOUND SOLAR
Single family,2006-06-16,47.58366202,-122.38428807,E & F ELECTRIC INCORPORATED
Single family,2014-04-02,47.55686856,-122.26762908,ARTISAN ELECTRIC INC
Single family,2015-02-23,47.70465183,-122.30017624,NORTHWEST ELECTRIC & SOLAR
Single family,2018-09-11,47.62003972,-122.29454684,A&R SOLAR
Single family,2014-11-24,47.61073738,-122.29176451,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-06-12,47.67572296,-122.36049162,"SMART ENERGY TODAY, INC"
Multifamily,2017-11-06,47.61889104,-122.30507666,BENNETT ELECTRIC INC
Single family,2017-01-12,47.53312989,-122.38902281,SUNERGY SYSTEMS
Single family,2018-01-31,47.71864039,-122.36066078,OFFSET SOLAR LLC
Single family,2013-01-29,47.66735959,-122.33239672,SUNERGY SYSTEMS
Single family,2019-12-09,47.55807115,-122.28992427,Solterra Global LLC
Single family,2013-04-17,47.69879534,-122.29574622,A&R SOLAR
Single family,2011-11-03,47.64737426,-122.39062873,PUGET SOUND SOLAR
Single family,2016-05-16,47.68206311,-122.28179257,SME INC OF SEATTLE
Single family,2010-03-19,47.63218307,-122.2902079,LANDER ELECTRIC SERVICE LLC
Single family,2009-02-03,47.65237293,-122.37334234,E & F ELECTRIC INCORPORATED
Single family,2016-03-08,47.68902251,-122.33880619,A&R SOLAR
Single family,2014-11-21,47.62501905,-122.31750857,ARTISAN ELECTRIC INC
Single family,2019-08-07,47.70051637,-122.35643956,Solterra Global LLC
Single family,2016-07-29,47.65347123,-122.33950219,SUNERGY SYSTEMS
Single family,2015-04-21,47.69722552,-122.28156724,A&R SOLAR
Single family,2008-01-03,47.56166787,-122.29014941,NA
Single family,2019-09-24,47.66739608,-122.32745403,PUGET SOUND SOLAR
Single family,2014-08-18,47.56407297,-122.36189682,ARTISAN ELECTRIC INC
Single family,2015-06-17,47.63639606,-122.36061821,"SMART ENERGY TODAY, INC"
Single family,2015-09-17,47.59977612,-122.28683737,PUGET SOUND SOLAR
Single family,2019-08-01,47.69358416,-122.27731127,PUGET SOUND SOLAR
Single family,2016-11-16,47.56586824,-122.38112486,PUGET SOUND SOLAR
Single family,2015-08-07,47.68447232,-122.37921861,SUNERGY SYSTEMS
Single family,2016-05-11,47.62783746,-122.34998182,A&R SOLAR
Single family,2013-06-07,47.68930248,-122.35281344,ARTISAN ELECTRIC INC
Single family,2012-11-13,47.67529293,-122.30520566,ARTISAN ELECTRIC INC
Single family,2013-04-19,47.67707205,-122.34659715,PUGET SOUND SOLAR
Single family,2019-07-09,47.64042896,-122.41381566,Sphere Solar Energy
Single family,2014-03-14,47.61981812,-122.30838213,ARTISAN ELECTRIC INC
Single family,2015-05-29,47.70559673,-122.30401593,EARL CHILDS
Single family,2016-02-25,47.70968576,-122.30766328,KI ELECTRICAL SERVICES INC
Single family,2014-02-26,47.58400877,-122.30847711,PUGET SOUND SOLAR
Single family,2008-06-12,47.65910037,-122.36340368,PUGET SOUND SOLAR
Single family,2013-04-17,47.72913037,-122.33121617,ARTISAN ELECTRIC INC
Single family,2014-02-18,47.59580339,-122.29658954,PUGET SOUND SOLAR
Single family,2012-09-28,47.65047059,-122.27814278,SME INC OF SEATTLE
Single family,2012-04-30,47.6394297,-122.35609947,PUGET SOUND SOLAR
Single family,2014-10-16,47.53145129,-122.34652241,PUGET SOUND SOLAR
Single family,2016-03-10,47.69420537,-122.31056906,PINNACLE ROOFING PROFESS LLC
Single family,2011-05-18,47.68819604,-122.35611906,PUGET SOUND SOLAR
Single family,2016-08-03,47.55183771,-122.31305832,SUNERGY SYSTEMS
Single family,2015-03-30,47.67432648,-122.36951062,EARL CHILDS
Single family,2019-07-11,47.63119053,-122.3628058,Forecast Roofing & Solar LLC
Single family,2017-09-29,47.5696613,-122.39509439,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-04-04,47.65512586,-122.33174983,SUNERGY SYSTEMS
Single family,2014-12-09,47.69990684,-122.28480061,A&R SOLAR
Single family,2015-10-21,47.67723267,-122.33078068,PUGET SOUND SOLAR
Single family,2011-09-07,47.62893485,-122.32524349,PUGET SOUND SOLAR
Single family,2013-07-29,47.56358651,-122.39919992,A&R SOLAR
Single family,2012-10-19,47.63183409,-122.28305893,SUNERGY SYSTEMS
Single family,2015-01-13,47.6553365,-122.28440372,HI TEK ELECTRIC INC
Single family,2019-01-31,47.69337579,-122.36541667,ARTISAN ELECTRIC INC
Single family,2017-08-08,47.66798911,-122.33223595,SUNERGY SYSTEMS
Single family,2018-09-12,47.68381192,-122.36386411,NORTHWEST ELECTRIC & SOLAR
Single family,2015-03-03,47.63777001,-122.30346512,EARL CHILDS
Single family,2017-12-08,47.53311668,-122.38549966,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-04-14,47.6293392,-122.36547073,A&R SOLAR
Single family,2015-04-02,47.62168644,-122.31191585,PUGET SOUND SOLAR
Single family,2018-12-06,47.56239989,-122.29129532,PUGET SOUND SOLAR
Single family,2009-08-27,47.50762049,-122.38603375,PUGET SOUND SOLAR
Single family,2013-08-02,47.57210817,-122.28707174,SUNERGY SYSTEMS
Single family,2008-07-10,47.62852373,-122.36016491,PUGET SOUND SOLAR
Single family,2013-04-23,47.69396752,-122.3855285,ARTISAN ELECTRIC INC
Single family,2017-01-30,47.55928383,-122.26478165,PUGET SOUND SOLAR
Single family,2016-02-04,47.55938871,-122.28932056,PUGET SOUND SOLAR
Single family,2015-05-06,47.53701174,-122.34511683,ARTISAN ELECTRIC INC
Single family,2019-09-09,47.69377334,-122.32008479,NA
Single family,2016-10-27,47.55849771,-122.28937866,EARL CHILDS
Single family,2014-05-05,47.63305528,-122.35863199,EARL CHILDS
Single family,2014-02-07,47.56549745,-122.38320028,A&R SOLAR
Single family,2019-11-27,47.54263014,-122.27911724,Solterra Global LLC
Single family,2014-11-05,47.53451641,-122.27398302,SME INC OF SEATTLE
Single family,2012-01-13,47.6955975,-122.40109834,PUGET SOUND SOLAR
Single family,2007-09-25,47.66636674,-122.40688224,NORTH CITY ELECTRIC
Single family,2015-12-18,47.56191675,-122.28791413,PUGET SOUND SOLAR
Single family,2019-05-07,47.53772134,-122.29368965,ARTISAN ELECTRIC INC
Single family,2014-02-27,47.53076345,-122.35314016,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-05-12,47.50485307,-122.37960822,EARL CHILDS
Single family,2013-08-08,47.68587873,-122.30235412,SME INC OF SEATTLE
Multifamily,2005-07-22,47.54250148,-122.3601343,SOUND POWER INC
Single family,2011-05-02,47.59264583,-122.38745035,PUGET SOUND SOLAR
Single family,2015-02-19,47.6692809,-122.26842293,CASCADE INTEGRATION INC
Single family,2014-10-02,47.51824955,-122.26539524,ARTISAN ELECTRIC INC
Single family,2013-12-20,47.54875365,-122.29404326,ARTISAN ELECTRIC INC
Single family,2013-07-18,47.60611305,-122.28983081,SUNERGY SYSTEMS
Single family,2013-10-22,47.69803308,-122.38707988,EARL CHILDS
Single family,2013-05-07,47.67867321,-122.40135526,PUGET SOUND SOLAR
Single family,2015-01-16,47.51800332,-122.37520863,PUGET SOUND SOLAR
Single family,2017-09-28,47.59417984,-122.30147299,A&R SOLAR
Single family,2014-06-30,47.68126354,-122.36572065,ARTISAN ELECTRIC INC
Single family,2019-01-29,47.63454715,-122.36872994,PUGET SOUND SOLAR
Single family,2005-06-17,47.66243423,-122.32642858,E & F ELECTRIC INCORPORATED
Single family,2015-05-05,47.52269647,-122.35141013,ARTISAN ELECTRIC INC
Single family,2017-09-05,47.67230274,-122.29929475,WESTERN SOLAR
Single family,2018-12-18,47.58144203,-122.39617587,ARTISAN ELECTRIC INC
Single family,2010-12-01,47.68387746,-122.29837301,PUGET SOUND SOLAR
Single family,2013-04-17,47.63077814,-122.31023293,A&R SOLAR
Single family,2019-12-11,47.67175382,-122.25468415,PUGET SOUND SOLAR
Single family,2012-06-08,47.52848318,-122.3628897,PUGET SOUND SOLAR
Single family,2015-10-07,47.58913377,-122.2998981,A&R SOLAR
Multifamily,2017-02-23,47.66697624,-122.31391879,SME INC OF SEATTLE
Single family,2014-04-11,47.72643765,-122.31050557,SUNERGY SYSTEMS
Single family,2015-04-02,47.57447796,-122.38703494,PUGET SOUND SOLAR
Single family,2018-01-24,47.54331021,-122.36722549,SUNERGY SYSTEMS
Single family,2017-06-06,47.6037455,-122.29135275,PUGET SOUND SOLAR
Single family,2016-05-05,47.71146338,-122.28828559,SUNERGY SYSTEMS
Single family,2011-11-16,47.63549656,-122.40112477,PUGET SOUND SOLAR
Single family,2013-12-10,47.53853073,-122.38978287,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-06-27,47.5969327,-122.29119937,EARL CHILDS
Single family,2012-04-27,47.68186599,-122.2841604,SME INC OF SEATTLE
Single family,2014-05-22,47.52686021,-122.35216522,WRAY ELECTRIC
Single family,2017-07-13,47.61187504,-122.30401938,PUGET SOUND SOLAR
Single family,2014-03-20,47.6845477,-122.34913214,PUGET SOUND SOLAR
Single family,2019-08-26,47.6441596,-122.41070367,Solterra Global LLC
Single family,2010-08-10,47.59831735,-122.28657785,SME INC OF SEATTLE
Single family,2016-09-23,47.61461411,-122.30831718,SME INC OF SEATTLE
Single family,2010-11-12,47.67817886,-122.29606572,A&R SOLAR
Single family,2015-09-22,47.58159696,-122.29378724,NA
Single family,2019-10-31,47.56008288,-122.27544847,PUGET SOUND SOLAR
Single family,2013-10-08,47.68944071,-122.38140198,A&R SOLAR
Single family,2019-01-31,47.70072612,-122.31278881,PUGET SOUND SOLAR
Single family,2018-10-03,47.5861663,-122.29592435,PUGET SOUND SOLAR
Single family,2011-08-16,47.6389509,-122.34980833,SUNERGY SYSTEMS
Single family,2018-07-23,47.65716432,-122.39920937,SUNERGY SYSTEMS
Single family,2017-09-27,47.59463193,-122.29621599,NORTHWEST ELECTRIC & SOLAR
Single family,2016-03-31,47.52873777,-122.26139925,AVACHA ENGINEERING INC
Single family,2013-12-09,47.55581793,-122.31076383,PUGET SOUND SOLAR
Single family,2015-10-15,47.6500476,-122.33487244,PUGET SOUND SOLAR
Single family,2015-07-14,47.57071808,-122.29348737,KEMLY ELECTRIC INCORPORATED
Single family,2010-08-05,47.54808087,-122.39571554,SME INC OF SEATTLE
Single family,2014-03-10,47.52406971,-122.28443666,ARTISAN ELECTRIC INC
Single family,2016-02-10,47.68190968,-122.38512354,SUNERGY SYSTEMS
Single family,2016-12-28,47.7297955,-122.28804444,GALAXY ELECTRIC & SOLAR LLC
Single family,2014-12-19,47.65720252,-122.33715657,PUGET SOUND SOLAR
Single family,2018-04-10,47.70328593,-122.31691863,WEST SEATTLE ELECTRIC & SOLAR
Multifamily,2017-01-02,47.62976277,-122.37072323,SUNERGY SYSTEMS
Multifamily,2008-07-03,47.61514358,-122.30697584,NICHOLSON ELECTRIC LLC
Single family,2014-08-28,47.65449073,-122.33096653,ARTISAN ELECTRIC INC
Single family,2012-08-24,47.55316289,-122.37592729,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-01-30,47.65255634,-122.33300695,A&R SOLAR
Single family,2015-07-23,47.5596006,-122.26600999,PUGET SOUND SOLAR
Single family,2015-03-31,47.66535223,-122.28829582,A&R SOLAR
Single family,2013-09-11,47.68349878,-122.34226219,PUGET SOUND SOLAR
Single family,2014-09-08,47.56137942,-122.27908018,PUGET SOUND SOLAR
Single family,2016-02-11,47.66736064,-122.2703398,A&R SOLAR
Single family,2007-12-19,47.552566,-122.35682584,NICHOLSON ELECTRIC LLC
Single family,2017-06-12,47.67762488,-122.35142949,PUGET SOUND SOLAR
Single family,2011-04-28,47.70611565,-122.35976256,PUGET SOUND SOLAR
Single family,2015-05-20,47.67228605,-122.26325386,SME INC OF SEATTLE
Single family,2016-08-02,47.53541879,-122.27646249,PRO-STAT ELECTRIC
Single family,2017-09-14,47.56824351,-122.2742807,PUGET SOUND SOLAR
Single family,2011-10-19,47.65189186,-122.38390528,PUGET SOUND SOLAR
Single family,2015-04-08,47.67379571,-122.28425467,SME INC OF SEATTLE
Single family,2015-03-10,47.56215295,-122.40084945,ARTISAN ELECTRIC INC
Single family,2012-06-29,47.64683519,-122.32673939,A&R SOLAR
Single family,2015-04-07,47.62185775,-122.30155371,HI TEK ELECTRIC INC
Single family,2005-01-18,47.65376092,-122.33226672,POWER TRIP ENERGY CORPORATION
Single family,2017-03-27,47.56873426,-122.28574359,NORTHWEST ELECTRIC & SOLAR
Single family,2013-11-07,47.57981551,-122.30678179,ARTISAN ELECTRIC INC
Single family,2016-09-21,47.55442901,-122.31133852,NA
Single family,2017-11-02,47.71838737,-122.36802287,NORTHWEST ELECTRIC & SOLAR
Single family,2017-11-22,47.56584713,-122.39920434,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-07-27,47.61244373,-122.31915237,WEST SEATTLE ELECTRIC & SOLAR
Single family,2008-12-29,47.62725549,-122.31710407,"HECCO ELECTRIC, LLC"
Single family,2015-05-20,47.69079586,-122.27594268,SME INC OF SEATTLE
Single family,2019-04-24,47.71136564,-122.35652082,SUNERGY SYSTEMS
Single family,2016-06-22,47.49691395,-122.37555333,PUGET SOUND SOLAR
Single family,2019-06-12,47.56070145,-122.30726794,PUGET SOUND SOLAR
Single family,2016-07-26,47.70233818,-122.37752599,SUNERGY SYSTEMS
Single family,2015-08-27,47.54635075,-122.37808121,EARL CHILDS
Single family,2018-11-13,47.68577537,-122.30511689,OFFSET SOLAR LLC
Single family,2015-06-10,47.69479437,-122.38350548,PUGET SOUND SOLAR
Single family,2013-02-01,47.55794305,-122.36325282,EARL CHILDS
Single family,2018-03-22,47.57549156,-122.3976638,A&R SOLAR
Single family,2015-12-16,47.56274061,-122.28833364,PUGET SOUND SOLAR
Single family,2019-04-16,47.72280848,-122.28888416,Blossom Solar LLC
Single family,2018-12-31,47.58816474,-122.28650424,NORTHWEST ELECTRIC & SOLAR
Single family,2017-04-25,47.55681765,-122.3939867,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-18,47.67388489,-122.39420309,EARL CHILDS
Single family,2007-09-13,47.67503147,-122.40435893,NORTH CITY ELECTRIC
Single family,2015-07-20,47.64729324,-122.41350667,PUGET SOUND SOLAR
Single family,2015-01-08,47.53404881,-122.28379421,ARTISAN ELECTRIC INC
Single family,2012-06-15,47.54808087,-122.39571554,WEST SEATTLE ELECTRIC & SOLAR
Single family,2011-05-27,47.63588363,-122.31236487,SHAW WEST COMPANY
Multifamily,2019-02-08,47.70709662,-122.32112242,NORTHWEST ELECTRIC & SOLAR
Single family,2016-06-10,47.56655363,-122.40097529,EARL CHILDS
Single family,2013-02-01,47.57831598,-122.30575014,EARL CHILDS
Single family,2016-10-19,47.63168126,-122.3660545,SME INC OF SEATTLE
Single family,2014-10-24,47.50399055,-122.38487321,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-01-10,47.56456415,-122.27295115,ARTISAN ELECTRIC INC
Single family,2018-05-15,47.50992492,-122.24433503,SUNERGY SYSTEMS
Single family,2009-04-15,47.62018575,-122.28381673,NORTHWEST MECHANICAL INC
Single family,2018-02-13,47.6287582,-122.34828318,SME INC OF SEATTLE
Single family,2011-05-18,47.57474529,-122.41241894,AS YOU WISH ELECTRIC
Single family,2017-11-16,47.68098006,-122.3686391,SUNERGY SYSTEMS
Single family,2015-12-04,47.54480619,-122.25983013,ARTISAN ELECTRIC INC
Single family,2018-10-31,47.71664689,-122.28894533,PUGET SOUND SOLAR
Single family,2017-08-16,47.55886727,-122.31263032,SOLTERRA GLOBAL LLC
Single family,2006-10-16,47.67679601,-122.35770945,AMC Electric
Single family,2010-06-10,47.62785846,-122.31946625,PUGET SOUND SOLAR
